basin,melt_season,granule,region,xatc_total,nphot_total
CW,2020,ATL03_20200501040411_05440705_006_01.h5,GRE_2000_CW.geojson,1221472.434,6533966
CW,2020,ATL03_20200504151059_05970703_006_01.h5,GRE_2000_CW.geojson,1452429.256,13427570
CW,2020,ATL03_20200505035553_06050705_006_01.h5,GRE_2000_CW.geojson,542749.545,1261452
CW,2020,ATL03_20200508150240_06580703_006_01.h5,GRE_2000_CW.geojson,2009996.472,33501802
CW,2020,ATL03_20200509034734_06660705_006_01.h5,GRE_2000_CW.geojson,1896204.227,4377111
CW,2020,ATL03_20200512145421_07190703_006_01.h5,GRE_2000_CW.geojson,2560919.527,52746954
CW,2020,ATL03_20200513033914_07270705_006_01.h5,GRE_2000_CW.geojson,1809903.419,11453505
CW,2020,ATL03_20200517033055_07880705_006_01.h5,GRE_2000_CW.geojson,2494557.024,11508996
CW,2020,ATL03_20200520143742_08410703_006_01.h5,GRE_2000_CW.geojson,2505380.943,85798543
CW,2020,ATL03_20200521032236_08490705_006_01.h5,GRE_2000_CW.geojson,881680.752,8317965
CW,2020,ATL03_20200524142922_09020703_006_01.h5,GRE_2000_CW.geojson,108674.356,5660807
CW,2020,ATL03_20200525031415_09100705_006_01.h5,GRE_2000_CW.geojson,564069.303,3422301
CW,2020,ATL03_20200526024835_09250705_006_01.h5,GRE_2000_CW.geojson,532408.282,1504555
CW,2020,ATL03_20200529135522_09780703_006_01.h5,GRE_2000_CW.geojson,284858.089,1580805
CW,2020,ATL03_20200530024016_09860705_006_01.h5,GRE_2000_CW.geojson,1136039.756,6222257
CW,2020,ATL03_20200602134702_10390703_006_01.h5,GRE_2000_CW.geojson,1154403.161,11740147
CW,2020,ATL03_20200606133842_11000703_006_01.h5,GRE_2000_CW.geojson,1561933.776,21035188
CW,2020,ATL03_20200607022335_11080705_006_01.h5,GRE_2000_CW.geojson,1799177.388,1603711
CW,2020,ATL03_20200610133021_11610703_006_01.h5,GRE_2000_CW.geojson,2522375.09,40386318
CW,2020,ATL03_20200611021514_11690705_006_01.h5,GRE_2000_CW.geojson,2053400.751,4286380
CW,2020,ATL03_20200614132201_12220703_006_01.h5,GRE_2000_CW.geojson,2591265.889,66351510
CW,2020,ATL03_20200615020654_12300705_006_01.h5,GRE_2000_CW.geojson,2442498.597,8097446
CW,2020,ATL03_20200618131341_12830703_006_01.h5,GRE_2000_CW.geojson,2547576.831,139812913
CW,2020,ATL03_20200619015835_12910705_006_01.h5,GRE_2000_CW.geojson,1079202.293,11852630
CW,2020,ATL03_20200622130522_13440703_006_01.h5,GRE_2000_CW.geojson,2014679.613,16535875
CW,2020,ATL03_20200623015015_13520705_006_01.h5,GRE_2000_CW.geojson,655210.408,9344923
CW,2020,ATL03_20200627014155_00260805_006_01.h5,GRE_2000_CW.geojson,78510.546,1113416
CW,2020,ATL03_20200628011616_00410805_006_01.h5,GRE_2000_CW.geojson,1036046.81,8054267
CW,2020,ATL03_20200701122303_00940803_006_01.h5,GRE_2000_CW.geojson,1044676.463,15546607
CW,2020,ATL03_20200702010756_01020805_006_01.h5,GRE_2000_CW.geojson,1329077.552,11163575
CW,2020,ATL03_20200705121441_01550803_006_01.h5,GRE_2000_CW.geojson,1660186.797,15654004
CW,2020,ATL03_20200706005932_01630805_006_01.h5,GRE_2000_CW.geojson,1698111.61,10517130
CW,2020,ATL03_20200709120621_02160803_006_01.h5,GRE_2000_CW.geojson,2346992.928,25838915
CW,2020,ATL03_20200710005115_02240805_006_01.h5,GRE_2000_CW.geojson,1992900.139,4187623
CW,2020,ATL03_20200713115804_02770803_006_01.h5,GRE_2000_CW.geojson,2574165.084,43719235
CW,2020,ATL03_20200714004257_02850805_006_01.h5,GRE_2000_CW.geojson,2347834.635,8817084
CW,2020,ATL03_20200717114945_03380803_006_01.h5,GRE_2000_CW.geojson,2594068.375,100586040
CW,2020,ATL03_20200718003439_03460805_006_01.h5,GRE_2000_CW.geojson,2535627.861,15785107
CW,2020,ATL03_20200721114126_03990803_006_01.h5,GRE_2000_CW.geojson,2489314.55,29024317
CW,2020,ATL03_20200722002619_04070805_006_01.h5,GRE_2000_CW.geojson,740495.852,10137664
CW,2020,ATL03_20200723000040_04220805_006_01.h5,GRE_2000_CW.geojson,469377.137,2557088
CW,2020,ATL03_20200725113304_04600803_006_01.h5,GRE_2000_CW.geojson,51731.029,2390640
CW,2020,ATL03_20200726001759_04680805_006_01.h5,GRE_2000_CW.geojson,271560.588,2272887
CW,2020,ATL03_20200730105906_05360803_006_01.h5,GRE_2000_CW.geojson,809308.838,6645915
CW,2020,ATL03_20200730234400_05440805_006_01.h5,GRE_2000_CW.geojson,1221550.645,3179270
CW,2020,ATL03_20200803105046_05970803_006_01.h5,GRE_2000_CW.geojson,1452386.392,11332521
CW,2020,ATL03_20200803233539_06050805_006_01.h5,GRE_2000_CW.geojson,1617525.868,2596085
CW,2020,ATL03_20200807104225_06580803_006_01.h5,GRE_2000_CW.geojson,2010027.779,11036898
CW,2020,ATL03_20200807232719_06660805_006_01.h5,GRE_2000_CW.geojson,1896079.493,3685005
CW,2020,ATL03_20200811103406_07190803_006_01.h5,GRE_2000_CW.geojson,2560932.619,25836877
CW,2020,ATL03_20200811231859_07270805_006_01.h5,GRE_2000_CW.geojson,2176368.625,21568687
CW,2020,ATL03_20200815102547_07800803_006_01.h5,GRE_2000_CW.geojson,2601160.912,44784577
CW,2020,ATL03_20200815231040_07880805_006_01.h5,GRE_2000_CW.geojson,2494578.539,15234709
CW,2020,ATL03_20200819101727_08410803_006_01.h5,GRE_2000_CW.geojson,2504974.806,35042576
CW,2020,ATL03_20200819230220_08490805_006_01.h5,GRE_2000_CW.geojson,881688.755,10269735
CW,2020,ATL03_20200823100907_09020803_006_01.h5,GRE_2000_CW.geojson,108676.544,2001759
CW,2020,ATL03_20200823225401_09100805_006_01.h5,GRE_2000_CW.geojson,564265.447,5340661
CW,2020,ATL03_20200824222822_09250805_006_01.h5,GRE_2000_CW.geojson,792290.416,6058876
CW,2020,ATL03_20200828093509_09780803_006_01.h5,GRE_2000_CW.geojson,284426.048,1337203
CW,2020,ATL03_20200828222002_09860805_006_01.h5,GRE_2000_CW.geojson,1136121.726,6398738
CW,2020,ATL03_20200901092648_10390803_006_02.h5,GRE_2000_CW.geojson,1154570.639,2208594
CW,2020,ATL03_20200901221141_10470805_006_02.h5,GRE_2000_CW.geojson,1491007.404,6722483
CW,2020,ATL03_20200905091828_11000803_006_02.h5,GRE_2000_CW.geojson,1879464.107,3813476
CW,2020,ATL03_20200909091009_11610803_006_02.h5,GRE_2000_CW.geojson,2522379.765,18614226
CW,2020,ATL03_20200909215502_11690805_006_02.h5,GRE_2000_CW.geojson,2053406.469,9536735
CW,2020,ATL03_20200913090149_12220803_006_02.h5,GRE_2000_CW.geojson,2590929.528,18366943
CW,2020,ATL03_20200913214643_12300805_006_02.h5,GRE_2000_CW.geojson,2442452.127,14981028
CW,2020,ATL03_20200917085329_12830803_006_02.h5,GRE_2000_CW.geojson,2547442.211,5760072
CW,2020,ATL03_20200917213822_12910805_006_02.h5,GRE_2000_CW.geojson,1079182.16,1875738
CW,2020,ATL03_20200921213003_13520805_006_02.h5,GRE_2000_CW.geojson,655168.826,3293936
CW,2020,ATL03_20200926205605_00410905_006_02.h5,GRE_2000_CW.geojson,1036849.154,2341481
CW,2020,ATL03_20200930080248_00940903_006_02.h5,GRE_2000_CW.geojson,1044088.732,1943033
CW,2020,ATL03_20200930204740_01020905_006_02.h5,GRE_2000_CW.geojson,1329093.212,10127927
B-C,2020-21,ATL03_20201101104925_05840910_006_01.h5,ANT_1000_East_B-C.geojson,3735319.836,54052672
B-C,2020-21,ATL03_20201101233708_05920912_006_01.h5,ANT_1000_East_B-C.geojson,2299043.577,9599956
B-C,2020-21,ATL03_20201102102345_05990910_006_01.h5,ANT_1000_East_B-C.geojson,984601.989,20160144
B-C,2020-21,ATL03_20201102231128_06070912_006_01.h5,ANT_1000_East_B-C.geojson,1488738.918,7295427
B-C,2020-21,ATL03_20201105104103_06450910_006_01.h5,ANT_1000_East_B-C.geojson,2927693.014,35578936
B-C,2020-21,ATL03_20201105232846_06530912_006_01.h5,ANT_1000_East_B-C.geojson,2598932.055,24399614
B-C,2020-21,ATL03_20201106101524_06600910_006_01.h5,ANT_1000_East_B-C.geojson,2176495.505,67988390
B-C,2020-21,ATL03_20201106230307_06680912_006_01.h5,ANT_1000_East_B-C.geojson,1906398.76,17964438
B-C,2020-21,ATL03_20201109103244_07060910_006_01.h5,ANT_1000_East_B-C.geojson,1272005.595,4256539
B-C,2020-21,ATL03_20201109232027_07140912_006_01.h5,ANT_1000_East_B-C.geojson,1586525.957,5902777
B-C,2020-21,ATL03_20201110100705_07210910_006_01.h5,ANT_1000_East_B-C.geojson,2835916.213,53886188
B-C,2020-21,ATL03_20201110225448_07290912_006_01.h5,ANT_1000_East_B-C.geojson,2224854.326,8573680
B-C,2020-21,ATL03_20201113231209_07750912_006_01.h5,ANT_1000_East_B-C.geojson,1163367.169,8314742
B-C,2020-21,ATL03_20201114095846_07820910_006_01.h5,ANT_1000_East_B-C.geojson,3081028.494,67505719
B-C,2020-21,ATL03_20201114224630_07900912_006_01.h5,ANT_1000_East_B-C.geojson,2617178.381,25371240
B-C,2020-21,ATL03_20201117230350_08360912_006_01.h5,ANT_1000_East_B-C.geojson,837865.808,7489387
B-C,2020-21,ATL03_20201118095027_08430910_006_01.h5,ANT_1000_East_B-C.geojson,2833637.786,52666398
B-C,2020-21,ATL03_20201118223810_08510912_006_01.h5,ANT_1000_East_B-C.geojson,2901394.892,15893266
B-C,2020-21,ATL03_20201122094209_09040910_006_01.h5,ANT_1000_East_B-C.geojson,3517803.894,73272668
B-C,2020-21,ATL03_20201122222952_09120912_006_01.h5,ANT_1000_East_B-C.geojson,3113410.864,29270467
B-C,2020-21,ATL03_20201126093349_09650910_006_01.h5,ANT_1000_East_B-C.geojson,3779691.868,65252799
B-C,2020-21,ATL03_20201126222132_09730912_006_01.h5,ANT_1000_East_B-C.geojson,2882957.755,6927139
B-C,2020-21,ATL03_20201127215552_09880912_006_01.h5,ANT_1000_East_B-C.geojson,583807.693,2399894
B-C,2020-21,ATL03_20201130092528_10260910_006_01.h5,ANT_1000_East_B-C.geojson,3764959.774,94985174
B-C,2020-21,ATL03_20201130221311_10340912_006_01.h5,ANT_1000_East_B-C.geojson,2242606.425,11975466
B-C,2020-21,ATL03_20201201085949_10410910_006_01.h5,ANT_1000_East_B-C.geojson,389758.893,9850676
B-C,2020-21,ATL03_20201201214732_10490912_006_01.h5,ANT_1000_East_B-C.geojson,1240882.763,6093671
B-C,2020-21,ATL03_20201204091709_10870910_006_01.h5,ANT_1000_East_B-C.geojson,3311059.342,74344557
B-C,2020-21,ATL03_20201204220452_10950912_006_01.h5,ANT_1000_East_B-C.geojson,2654996.773,30643196
B-C,2020-21,ATL03_20201205085129_11020910_006_01.h5,ANT_1000_East_B-C.geojson,2058795.201,80721494
B-C,2020-21,ATL03_20201205213913_11100912_006_01.h5,ANT_1000_East_B-C.geojson,1777280.917,21988169
B-C,2020-21,ATL03_20201208090849_11480910_006_01.h5,ANT_1000_East_B-C.geojson,2596738.742,29190303
B-C,2020-21,ATL03_20201208215632_11560912_006_01.h5,ANT_1000_East_B-C.geojson,1811977.584,18959887
B-C,2020-21,ATL03_20201209084310_11630910_006_01.h5,ANT_1000_East_B-C.geojson,2687638.276,85889130
B-C,2020-21,ATL03_20201209213053_11710912_006_01.h5,ANT_1000_East_B-C.geojson,2168644.108,15457603
B-C,2020-21,ATL03_20201212214815_12170912_006_01.h5,ANT_1000_East_B-C.geojson,1267436.997,12312519
B-C,2020-21,ATL03_20201213083450_12240910_006_01.h5,ANT_1000_East_B-C.geojson,3068208.61,63849863
B-C,2020-21,ATL03_20201213212234_12320912_006_01.h5,ANT_1000_East_B-C.geojson,2329258.774,19700522
B-C,2020-21,ATL03_20201216213955_12780912_006_01.h5,ANT_1000_East_B-C.geojson,978047.896,9764929
B-C,2020-21,ATL03_20201217082632_12850910_006_01.h5,ANT_1000_East_B-C.geojson,2944523.773,81115762
B-C,2020-21,ATL03_20201217211415_12930912_006_01.h5,ANT_1000_East_B-C.geojson,2848138.401,27197901
B-C,2020-21,ATL03_20201220213135_13390912_006_01.h5,ANT_1000_East_B-C.geojson,541855.078,3276063
B-C,2020-21,ATL03_20201221081813_13460910_006_01.h5,ANT_1000_East_B-C.geojson,3401348.807,56385148
B-C,2020-21,ATL03_20201225080953_00201010_006_01.h5,ANT_1000_East_B-C.geojson,3764785.592,105545862
B-C,2020-21,ATL03_20201225205736_00281012_006_01.h5,ANT_1000_East_B-C.geojson,3049598.204,23153009
B-C,2020-21,ATL03_20201226203157_00431012_006_01.h5,ANT_1000_East_B-C.geojson,236037.725,1394273
B-C,2020-21,ATL03_20201229080133_00811010_006_01.h5,ANT_1000_East_B-C.geojson,3767038.663,96693032
B-C,2020-21,ATL03_20201229204916_00891012_006_01.h5,ANT_1000_East_B-C.geojson,2225313.298,19179759
B-C,2020-21,ATL03_20201230202338_01041012_006_01.h5,ANT_1000_East_B-C.geojson,1021908.514,10592748
B-C,2020-21,ATL03_20210102075314_01421010_006_01.h5,ANT_1000_East_B-C.geojson,3640193.548,75151302
B-C,2020-21,ATL03_20210102204058_01501012_006_01.h5,ANT_1000_East_B-C.geojson,2475723.993,11984953
B-C,2020-21,ATL03_20210103072735_01571010_006_01.h5,ANT_1000_East_B-C.geojson,1725743.291,68066752
B-C,2020-21,ATL03_20210103201518_01651012_006_01.h5,ANT_1000_East_B-C.geojson,1633837.468,15681946
B-C,2020-21,ATL03_20210106074454_02031010_006_01.h5,ANT_1000_East_B-C.geojson,2790487.133,42453539
B-C,2020-21,ATL03_20210106203237_02111012_006_01.h5,ANT_1000_East_B-C.geojson,2505775.286,14398176
B-C,2020-21,ATL03_20210107071914_02181010_006_01.h5,ANT_1000_East_B-C.geojson,2452066.921,93609068
B-C,2020-21,ATL03_20210107200658_02261012_006_01.h5,ANT_1000_East_B-C.geojson,2133634.988,17607749
B-C,2020-21,ATL03_20210110202420_02721012_006_01.h5,ANT_1000_East_B-C.geojson,1384485.229,12388028
B-C,2020-21,ATL03_20210111071058_02791010_006_01.h5,ANT_1000_East_B-C.geojson,2976293.223,95126571
B-C,2020-21,ATL03_20210111195841_02871012_006_01.h5,ANT_1000_East_B-C.geojson,2264952.288,17237838
B-C,2020-21,ATL03_20210114201558_03331012_006_01.h5,ANT_1000_East_B-C.geojson,1085308.072,6455283
B-C,2020-21,ATL03_20210115070236_03401010_006_01.h5,ANT_1000_East_B-C.geojson,3067500.621,59225894
B-C,2020-21,ATL03_20210115195020_03481012_006_01.h5,ANT_1000_East_B-C.geojson,2756807.475,7770906
B-C,2020-21,ATL03_20210118200736_03941012_006_01.h5,ANT_1000_East_B-C.geojson,650640.906,4341245
B-C,2020-21,ATL03_20210119065414_04011010_006_01.h5,ANT_1000_East_B-C.geojson,2775653.698,64479893
B-C,2020-21,ATL03_20210119194158_04091012_006_01.h5,ANT_1000_East_B-C.geojson,2973127.626,22563813
B-C,2020-21,ATL03_20210123064559_04621010_006_01.h5,ANT_1000_East_B-C.geojson,3684150.636,75081517
B-C,2020-21,ATL03_20210123193342_04701012_006_01.h5,ANT_1000_East_B-C.geojson,3141376.298,4855595
B-C,2020-21,ATL03_20210127063739_05231010_006_01.h5,ANT_1000_East_B-C.geojson,3770444.884,78133964
B-C,2020-21,ATL03_20210127192522_05311012_006_01.h5,ANT_1000_East_B-C.geojson,2551644.661,17993644
B-C,2020-21,ATL03_20210128185944_05461012_006_01.h5,ANT_1000_East_B-C.geojson,833206.517,2112511
B-C,2020-21,ATL03_20210131062919_05841010_006_01.h5,ANT_1000_East_B-C.geojson,3735006.748,84063146
B-C,2020-21,ATL03_20210131191702_05921012_006_01.h5,ANT_1000_East_B-C.geojson,2299027.317,14102852
B-C,2020-21,ATL03_20210201060339_05991010_006_01.h5,ANT_1000_East_B-C.geojson,984453.247,28698586
B-C,2020-21,ATL03_20210204062059_06451010_006_01.h5,ANT_1000_East_B-C.geojson,2927674.488,49549100
B-C,2020-21,ATL03_20210204190842_06531012_006_01.h5,ANT_1000_East_B-C.geojson,2598680.261,6638094
B-C,2020-21,ATL03_20210205055521_06601010_006_01.h5,ANT_1000_East_B-C.geojson,2176240.866,62204114
B-C,2020-21,ATL03_20210205184304_06681012_006_01.h5,ANT_1000_East_B-C.geojson,302413.381,1645316
B-C,2020-21,ATL03_20210208061240_07061010_006_01.h5,ANT_1000_East_B-C.geojson,1684751.922,9837121
B-C,2020-21,ATL03_20210208190023_07141012_006_01.h5,ANT_1000_East_B-C.geojson,1586754.953,11191374
B-C,2020-21,ATL03_20210209054700_07211010_006_01.h5,ANT_1000_East_B-C.geojson,2836044.464,57235025
B-C,2020-21,ATL03_20210209183444_07291012_006_01.h5,ANT_1000_East_B-C.geojson,2224848.067,15844273
B-C,2020-21,ATL03_20210212185204_07751012_006_01.h5,ANT_1000_East_B-C.geojson,1163300.918,3828855
B-C,2020-21,ATL03_20210213053841_07821010_006_01.h5,ANT_1000_East_B-C.geojson,3081143.952,60621387
B-C,2020-21,ATL03_20210213182624_07901012_006_01.h5,ANT_1000_East_B-C.geojson,2617095.758,12787651
B-C,2020-21,ATL03_20210216184343_08361012_006_01.h5,ANT_1000_East_B-C.geojson,837809.739,5642053
B-C,2020-21,ATL03_20210217053020_08431010_006_01.h5,ANT_1000_East_B-C.geojson,2833604.303,56269991
B-C,2020-21,ATL03_20210217181804_08511012_006_01.h5,ANT_1000_East_B-C.geojson,2901394.766,19533362
B-C,2020-21,ATL03_20210221052202_09041010_006_01.h5,ANT_1000_East_B-C.geojson,3517853.836,58376459
B-C,2020-21,ATL03_20210221180945_09121012_006_01.h5,ANT_1000_East_B-C.geojson,3114274.24,20744217
B-C,2020-21,ATL03_20210225051340_09651010_006_01.h5,ANT_1000_East_B-C.geojson,3780124.639,61063066
B-C,2020-21,ATL03_20210225180123_09731012_006_01.h5,ANT_1000_East_B-C.geojson,2883008.815,11098491
B-C,2020-21,ATL03_20210226173544_09881012_006_01.h5,ANT_1000_East_B-C.geojson,461314.375,2372111
B-C,2020-21,ATL03_20210301050520_10261010_006_01.h5,ANT_1000_East_B-C.geojson,3764656.16,46351244
B-C,2020-21,ATL03_20210301175303_10341012_006_01.h5,ANT_1000_East_B-C.geojson,1120940.034,1715950
B-C,2020-21,ATL03_20210302043942_10411010_006_01.h5,ANT_1000_East_B-C.geojson,389426.972,6603100
B-C,2020-21,ATL03_20210302172725_10491012_006_01.h5,ANT_1000_East_B-C.geojson,1012600.196,3144101
B-C,2020-21,ATL03_20210305045702_10871010_006_01.h5,ANT_1000_East_B-C.geojson,3311018.86,38362541
B-C,2020-21,ATL03_20210305174446_10951012_006_01.h5,ANT_1000_East_B-C.geojson,447717.525,3735917
B-C,2020-21,ATL03_20210306043124_11021010_006_01.h5,ANT_1000_East_B-C.geojson,2054616.647,33448108
B-C,2020-21,ATL03_20210306171907_11101012_006_01.h5,ANT_1000_East_B-C.geojson,1483922.105,4111572
B-C,2020-21,ATL03_20210309044842_11481010_006_01.h5,ANT_1000_East_B-C.geojson,2602900.906,12463903
B-C,2020-21,ATL03_20210309173625_11561012_006_01.h5,ANT_1000_East_B-C.geojson,1810873.467,4693460
B-C,2020-21,ATL03_20210310042303_11631010_006_01.h5,ANT_1000_East_B-C.geojson,2687658.788,28804453
B-C,2020-21,ATL03_20210313172806_12171012_006_01.h5,ANT_1000_East_B-C.geojson,1267450.227,7275121
B-C,2020-21,ATL03_20210314041446_12241010_006_01.h5,ANT_1000_East_B-C.geojson,3068651.945,24886043
B-C,2020-21,ATL03_20210314170230_12321012_006_01.h5,ANT_1000_East_B-C.geojson,0.0,0
B-C,2020-21,ATL03_20210317171945_12781012_006_01.h5,ANT_1000_East_B-C.geojson,978043.367,6515893
B-C,2020-21,ATL03_20210318040622_12851010_006_01.h5,ANT_1000_East_B-C.geojson,2945056.162,26850859
B-C,2020-21,ATL03_20210318165405_12931012_006_01.h5,ANT_1000_East_B-C.geojson,2848114.73,20271968
B-C,2020-21,ATL03_20210321171126_13391012_006_01.h5,ANT_1000_East_B-C.geojson,541912.819,2865159
B-C,2020-21,ATL03_20210322035803_13461010_006_01.h5,ANT_1000_East_B-C.geojson,3401345.84,29964833
B-C,2020-21,ATL03_20210322164547_13541012_006_01.h5,ANT_1000_East_B-C.geojson,3053606.762,21975240
B-C,2020-21,ATL03_20210326034944_00201110_006_01.h5,ANT_1000_East_B-C.geojson,3764801.506,36360818
B-C,2020-21,ATL03_20210327161149_00431112_006_01.h5,ANT_1000_East_B-C.geojson,235899.122,1663606
B-C,2020-21,ATL03_20210330034125_00811110_006_01.h5,ANT_1000_East_B-C.geojson,3767056.213,24714478
B-C,2020-21,ATL03_20210330162908_00891112_006_01.h5,ANT_1000_East_B-C.geojson,0.0,0
